family,family_label,instance_id,rank,selected,restricted,selection_hash,instance_sha256,source_sha256,qualification
max3sat,max3sat,max3sat_001,12,True,False,321ec0dedfd1b5db02a28d2e6565c8e57d8fc814753a1ccb3ba6578aaaa88fdf,bf272ff83fd5e01a4fcdcf52b7f680a1df87a423815e75aa7682316d45ced8f1,b1bc3551d62c740df30d5c41487604a9d1f3150fc4d819b8bdbc167c01527d2b,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_002,13,True,False,4a9df4904217e6b4102cb18b74f6a30279ff4facddd50b9d6314fafd70c10fe5,480411b8dd1b5f005c638dfc733742054ef40b8348f3f9075292f349eea98fad,577f92953764367d4bfc3206fd47b109fcfea741e9d8bd93778b12f79358a530,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_023,14,True,False,56a0c13206e0e7a8bf35b10063a7a4f71c6d2cbd236a557e5989d7f3828a0897,e19da48774dad1e53c6c3a8a9a654d21c70f79dd858d17283b98f1da43582bd2,740c9d55b8dba8c2c1fb556b296d943f055612429d20c5427aea27b243350a85,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_027,15,True,False,69ba320ddaa47c02455c6cd3f9d51cfc49a8cd484cdb2b16c4a420036b16e14d,a3a0a51359b8c0bb9a9e4efc34e2e11a74157d4125f2611257b100f73b31aaf7,da7d32aa64fb6cd7a56efdb776a45f2cc63c2a622a8985ffc304fda8736d996b,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_018,16,True,False,6d462202b934bd497e14df70f7b37164e244b2b787565b501040d32daf43d393,2a14f836b1560d5eb037a94be6b616973339fce97d9ff5a8caf65c2e2e09fa5b,dd2a519563639e161866064208716d0e768d3a5e1d90d378738e043cb7a44512,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_015,17,True,False,74acb36c140178f088a5faa9c258ed332c836e8f9b5b0d4b0e7288465634ab8f,63a612ac060cf774931b651b9dfa166a587ab71a23f53241edeb009618459ec0,1eb735029f4cf9f3f389cdb7637664040082a2ff165ddfeda32f250e4cb11fb7,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_012,18,True,False,83d523083498eb6c11c7e8d0c830b6d8fb807ab40ac2d3b8b5cfc3346cb94bcf,7ea9eceebfb93dec835c43de351494b1249f35d4aca6102b6080f695792ab520,58924eb76f9024c8c299a3f9013a20f87dd1c3250e31ba00ad8f6c45cf87177f,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_009,19,True,False,855ed16c42c0d14dfa55bd3c34034f16c40d7e5ab91a2d5d7a90b167f2ef4f67,f40c24849f20e0088faa32a9144f0b76b6548f59fa6bef37a3cc0813089fb829,e72c77e89f466dfcc842e42acc1fa4bb9db42e57fdfe31950cf0417856b07301,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_005,20,True,False,9cef8b5894039fcee5eab3424316484f4f9ca9266c81fff8af8517619a076e2c,74daa5a108cd3c3afd5806994d874c3bc82e6e7047dc085146fc472b17040096,a087535efde48c44739a93af69544a7f833f47f3ac79ef8bcf447350b97b5304,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_024,21,True,False,a7c7704b0766fa8409c4f0bffecb3c59796158106a047e44c6fd1093f37a716b,eefc90df048cfff478aea5bad7ea09a244fb2b8e00c1e176f6beaffbe23c7eff,214a6570c20eae8563428bc2309a6abab611ef697a067f5dca577ff5efebaeb1,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_022,22,True,False,c201104fdf14e2f894f6cbdd257ddecd4366798452d7c7aea2ca644102b9ffc6,b79d8bb0bf78d39c09ab853edae12c802d7df1a98c00c90baa6572a53ffe5fe5,d590e9e755e93c5468790691959b4924f4467734cb41039ed5ad1baaf3e5c7e4,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_011,23,True,False,cb86324cceca89c0199ace77424d0a2c99175021752d5fe662f4f3d4fe875e7f,b2a2a05f21d99bf43385ec510990fa92b0dcc7906d95466a6b353c05b6660c71,01fc669fcbe26dad118c551e4419dddd0d4a7697371cab82753e3999e4495e9a,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_008,24,True,False,dab1d8afd548e25f27a536bd4f38de49fcbfdb03f47a412b9a80b3634daf7527,0bd4ac11efa20827ea49ed999bddf05150bc1a1d717e1821129a8d21ed91aea4,e44e49a480c6920e0881bc86dcf70bac046bffb9c0b6faa053a5fff3e18227cb,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_029,25,True,False,e09032e867c366a8bae210022561a0f27a38865fb902f972bb73e1ad9235ad66,3a0bfdf2b62e0f4900dc6804461142abf3908f78a4de9c0347c9bcf9d8d88ef2,b9a2f51738cffb2587f55f37f109d6faeb9d6c3e9a854e9bc1ec3e51dc21254b,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_006,26,True,False,e0cf726ca882e08861a80803dc78e6d1d29de615c36a06cac3b72dec644f3917,36e0267d3cbe571799c5a6779b88b560441ffc98e03a6025815eefb0b5cc87fd,1372e677f607505a2bf7087fdcb9b85682ca7848710f5046c84946d68f1529c6,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_025,27,True,False,eafbcce463537e9ee5a735b5d56415269f330158fbfa94c0a92c3220e5bc8266,2fe64f0c9cf0764a461542ebaf1f63e9f7539a14914b275870ce3f52b287c925,ab578f5dbecf943c46108658197888eae3a9b4198534da357bb9000fc47d9454,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_014,28,True,False,eb36a2982aad7b36311570d3380a9667c2a15d36da4946d7a5693683b2bd2e54,1928333c1b8cc3b11b39873e96eb33251159edc20c73ddd075c3ee5df5d6a168,4d25e87d0ef82459a59d7cb8707b96f0752ef0ea4c3fedf86267236058a77c1f,readable_and_frozen_exactness_traceable
max3sat,max3sat,max3sat_028,29,True,False,fc4b3dcaef7abac3106419ae55fa7427fa18b43e0fe74c4259ef2db30eee6164,44f1459590d802b4dac2000623cdcd5c5e35d8696fcfb25a7fbaa6b9b6c555b2,71b0b13f970be3f7a1ae30acddf95f446019b0e6f5e7328bdc44fc86e2d708d2,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_025,0,True,True,1a4ac42fad755d7a89ab27f0785cf58c05819d2d23e1e565df84c6d2f5314962,6f42554fb5194ae0ebcf1466e477c7d7b45d7df47f28a3e004fa7eddad4f4eef,f437b81ebe79fc7eb5fbf1c96f7b48a298be402ca317efc28dc89abd147212fa,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_007,1,True,True,29642f73716017487fd42f6a9e58e656477081f4feb7e637e9b62387b075d834,89b864fa9e21f3b2e7f7fb485c5aa44fadb5c98796aea53c6720d167d0de174b,f061234d9071c1befab9f828a668b400cc478fafe81eb2a6d3c91d9460fd5a68,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_019,2,True,True,2a667040dc51688c6a2a6cf1a1a3430067a7befd16fda15840efdbb5fca45416,088a3c855673117d366392256f76b5697965d27ef60406acae8e0f390f417fa6,b93cbbe567e56c2c33b8c42db7dac0770c835e50782cc540ae44d01f7b699640,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_020,3,True,True,334992de22677518624be782df9cf98405d5105305a4fd9dd9c257b847f77543,839986d4e78293c04218e124acb3ea9d0ec00ca564a426bed1f7a46e1806d51f,135f37b0098b0e333ce136166ca202ab425766cbaeb1fd056e44fa646e26c6ce,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_016,4,True,True,33b1a2a3f1dc1a1752d62339506e49406ae904ace77953e600b5014404772212,e78a8e86d6ff885aea7d6751c5639b0eb58e092f85d3d5ad44ddb208e8bc9655,48bf685df93fb17e8c0bf96e27a254319dae7c91b1ccb3a03c3114999a4f0f65,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_005,5,True,True,3885c223d34a33a099c3bd46f73d4f828953a99dab27cf4905cc570f795e3a95,dde0a3cbb3e2825c55cec86fdbd31104ede1e95cf423e9eb4bda4264471c003d,6ec577a1ca574be87585e277a209841c3c7594455e6d9b45ca7c2a718c957c5c,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_004,6,True,True,3bdad69b38c362185ec623fed492fb106af79627cb4736a63c680c4539562fee,70d30e3d0f00503b027051959deba26e2d18742233cc3e9beb192d3ebd31338b,a9a0add9bd68398c28ed4b5a6c7aa33f2536f0ccb2dd57815a6638be2b720c45,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_027,7,True,True,4afbd6e5895e9b5d00377c71b4eb58474465d8f40b2b65eff4c05a668075b040,58716e455c5a8acb5e1ef30ebea5ae3ce8810fe857c8aa2e4f58fa9e761363aa,0f51bf751fd1ca37fa13ca6d09b1b9c769c28fdf61947e25fe8c7477d2e7294a,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_006,8,True,True,4b388772cb4b46085b3765b17992436962493af37050e13160973f6ad2b36477,eec1214d3e8b31bb17f675575a1c165d7529f521dbc7c9323b2611f03b914835,38af5b7fac5e45b69d9a9757d3260a26a12e0e44a62f11437b3d23ef044ddb11,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_002,9,True,True,568c4e81d4079e5a5fa4eb31604e0626b3477cf8f40e74247befb0e6a0bed2d1,734f6ff377178f901b2cef34703e4cc248c063ff5e0a89bb0583a25430ab8e17,7764de03e38cfc8319857de78ca5022f173ac528150afa5d49915a0b4c17ce90,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_024,10,True,False,56b641720e12e19fc21db079c5baf1408e6eae64206df6fc4626d882493b8157,15daa8b965630aaf28dd464caa3f5e614f1e228e5554eab94a3af43c8d7e4d90,2374d54094f4c239932bae114f81425af2940fbd66a3543fa19073cd167ae7c6,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_009,11,True,False,61907aa0c2a4110fd20962f6eb60728b05bb76ac4f2e04cb62376632aeee9e7d,762641fdedce02576043e2feeb18925ad40c0abd4038f516cda425ecaec6be0a,e756935c3deeb32eeb7dabdc445242bcf70e0395ca488fb5245a4b06890864d2,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_013,12,True,False,7754ef424d9740a575eb5a0a79af1649067878f54e7fb2271d60710699b1af0c,974353bdff0ee3bc2e1cc4ca499ce3552db0ec16d41ff9574e8ccad72c2d4678,7cb022c8c02c8cb25ca437bf1b340a850d2f98ae67c596b0e52379d1463456f7,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_028,13,True,False,833c62cf8e718167c9cdaa97adcbf313ba994c2b4916177bf2e3e0d56fd70e1b,9a8b3c5ba9b7c7fabb5a5fa27f8670d6fb4df674345088ea79189a2bc032b5ba,0f9ae9d665b1a311093829835d68ca3182d0ab87e6341866850eb0917de78dac,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_021,14,True,False,8b4b6293e555a7d61fa2ce7faed0c133c65bec4311b014e70edcfeb2ae1e9827,c6366e6afd7be9777fa20ccd45c8b751de15e062681ae1a3f511909a5e8a3288,795c91cf6851e3ca04c24804cc5ec90653ea56bb688c172db6f48ed9eb9e6c66,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_029,15,True,False,8b5ccf8ec6481a97d72ce8b23caed295f29511a93f5f6508b4333e0c0603bd33,e02c7aae39ece7df3b3cc9cee9515ab71d8170ca6cfbd73493a0ed58f892c9d3,5983cb4e2c94a30332492e917f5c403d0506da2eee9cdc4bf50d282ba0f5a027,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_022,16,True,False,92c3a32458efae3129912f6db4e9c9013c5828962a9fd1da9fef944b47199a58,6fd7a85c00318c1df8d93094dc2b9eb5bb68ab44a3bf90da79241cf76233431a,797684dbc6129d82a4e17fad679414c8d408c3a72308df294959534a3f1eefba,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_011,17,True,False,99cae1792151446bd864a1ecf0597ac4febfe3d5c1a03cf6ef0aaff13e520543,b39dc9fce25d3a2ee9405c54c5bc22630375dbbc2dce9c1fa0e179b3531bca1e,914dccd48815358870bcc62d958e5928b1288d4d11077d87c0d8792445b8581f,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_010,18,True,False,a019ee625666dd142f91431da244964a4666ac8d3ed50105b19d83286011b6e1,3818f3509fc11c12dc1b495287cec0e81e7f3cb2c01129c1de3e27b1680062da,f41e7fd190100391b8a78660303794aeb00e3b58275be7dc9d288b16c57b1651,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_015,19,True,False,a08cbe3b81e5d850da9a94d5af18bae4a408334324df6dbe1f298ae34ff07e78,22df22d5b6240d972f0bd0b6029948f0acdcc4e76802586a1eb0a528c8529a81,cdb84d8c159a2b1c74edb4c14b999592cf89d29594ecb792d7d5f57d2a10dbc8,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_017,20,True,False,a108f9f11f0ffc56391e003bce71f22987335081abee77f7552fa63966db9700,9750534cfa48a23cf1fa4cb52c09d197eecb7c73a90b04ab0d97041656050b0d,c6bcaaba6999b4f9c72710e3ed04fc6673a9d222093902f7cc63ae551aed4764,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_001,21,True,False,a762874882fb724be4d60c70cab0ab070b40764e2c5924861c2c7c903e845e53,53bd83d02a795ec6fe3d36f838e9c1ac7e71eb954964531d409fa998d8c7c2ee,bdcd1b0e871c23f18da9c834e9d9322fc67baed0923ff16be0302e6dc45f4ef8,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_023,22,True,False,af112ea32ab030d9fe575d9f9b10ac861bf8ed279a2d86323995af7b5009049b,b7566c713e44bd0cc64aa98da15cc2e03701e92c01d155c5f68c19695818bbfe,89b17a202db9c79565b5d7ccc1c1e56b6991baae68275532f1495c27d23e3836,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_000,23,True,False,afa1e3c75a27b87d86df03bee54c3b8e4e26566f5d8434fb85578d4a551d0f65,dfa427bd1903ead115ecd9cdd23fa7955fea45d884d382f08ad55a0d84c7861c,adac51a2f2a13513f3f038b52bc5e3b615479e34f784be66c46cdb5522b71446,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_012,24,True,False,bf77d81fe54861f0988cf6a2713c922821a73f2587401a24ff8be05e60702eeb,1ca0f3402bfe895f380705e948d6ff6d097cfa62c4d2c0bd5af2decdf897c76d,df7bbb6013e5545fadf96ac11804d45f91b49c8c93d8e60830d74bee4e2e4328,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_018,25,True,False,cea6cbecdeffbc58e4bc2dbb9306d76760c975a49b35cce2a99f707ac06ed533,f151476550ea7a99dbf492a359d1abfd8572dc290114890b6f0f00dbcb69ad49,2e7726da6a2f61b2c75d0f55b27dc06debb4c6e9da10f51f16fc99320a7335e9,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_026,26,True,False,d7d10a733b8ecbe70e671d6cbbafcf00f3627b8e859400f09d3d3bfdd54e8745,37f169d53418a8733ec95d0ef77a223aac2c4a1e027a03b99ca2af8317bf9339,2b0fddb0cadee92f2f65d5ecd6516556ff7ebbacf6f080e750409777dcec6bd4,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_014,27,True,False,e6b9f9052f87742e10cfd1ed33057429cae124543372d3f7898ba966c9692e1b,e29f5bf363b3dcbd6b39d7c789cd37d64bf5d72d3c0ed0d7a95947c9e86ad6ab,06a56ab327a202d43c65cc3104a1342bfca267673e90a3c81f22856872ee4da7,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_003,28,True,False,ec0741674dc89324ed4870fe5c479d8e358a480e8929476453ae76c01b480808,5e355f5268c3aeca85ea29dbb13813b0408f107098497359408b46ee37ed1445,433163a1a8bc37d361cd717244e741114b9b794e6f0093d15344d4e5479a57d1,readable_and_frozen_exactness_traceable
pair_star_isolated,constructed,pair_star_isolated_008,29,True,False,fac81e147f93a4e2e09d4efe7912f151f35be63dc18da068780d8523a636b52e,a80373a7ed98527657fc500d6bef58afaa4701af26fcd7bbe56f20b377ad748e,6c118ad96cacaace41f86b5c5b2eb3dfecfc842aa107cbfcb22a5ed11b45746b,readable_and_frozen_exactness_traceable
