path,sha256,size_bytes
figures/figure_e3_equal_layer.pdf,77368727ec7a6fb124290d1732ef1a66b3bcf01b753babaa07ed5a3d54aaa20f,74366
figures/figure_e3_equal_layer.sha256,fea5cdb51368c13e132dec0703392cc4c80e72f721055054a97a3e55a2cd80d1,65
figures/figure_e4_marginals.pdf,dff0b1690daa3c1db569d55e6d6cf360b6eb2617b709be375552526054e33f4a,76495
figures/figure_e4_marginals.sha256,ecce93746a2d6e7377076d52bcc043fe2304c6e1d904a18af9dac6bdf2c6224e,65
figures/figure_e5_regime_map.pdf,76bde0b4de87466199094457da29d8ea28a1374be685b3706316f70e01566d53,96744
figures/figure_e5_regime_map.sha256,49871e2cda6610194e71baf78b017e8eed2418826a7ab166aaac15a6bf0e6307,65
figures/figure_e6_noise.pdf,173008489eb1e863eeb4a54c0bc12ad7fa577e7bbd896004205a9bc3fc30866e,3327
figures/figure_e6_noise.sha256,1b650d403086cfffc6a55ba94389539395d243a6f1324468580e206555d9902e,65
frozen_selector_v2/compilation_representation_designs_v2.json,09a93ff4cec6438519f6483024cc1f7975f4e8c8d2f2a1cb1000d71592118449,2294635
frozen_selector_v2/compilation_representation_designs_v2.sha256,e9d10a5aac9285405d17366df6ab4059ac7bf35d05b651e632a3769b679f4b0f,66
frozen_selector_v2/experiment_config_v2.sha256,35261ab4351e97b6d981603371e72efb252f973d44dfba872c68a438b736aba4,66
frozen_selector_v2/experiment_config_v2.yaml,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,14123
frozen_selector_v2/fibre_calibration_instances_v2.csv,e20d51dfb89059f4f88f541f8fb3b65c5d768079bc106ed62b46eb795e54b6d7,13597
frozen_selector_v2/fibre_calibration_instances_v2.sha256,425353cee6065f2418119b785c227bcadcf7a5268afa11927ca7e495b2f488ea,66
frozen_selector_v2/fibre_calibration_validation_v2.json,89ebede6f886d634df6fd16c3000ef9c512eeced304bf587e78ddcdc7fccb4dc,873
frozen_selector_v2/fibre_calibration_validation_v2.sha256,a675d0d8463c056fad216c6a3e2c345ea70bab69dc6b9773900bf6ef4578ccb0,66
frozen_selector_v2/fibre_formula_validation_v2.csv,eeb2251dbefdae334b19e78c6ba8c6dbda7b8ccbedbf0238829f57626c3dfa4c,6723
frozen_selector_v2/fibre_formula_validation_v2.sha256,27abd394d8f60e05cab8a13db0321b92168d9902df54483782b563751798c416,66
frozen_selector_v2/fibre_selector_v2_audit.json,cbb60928663a27f96470ab4ff117f16f2d1ba74f738e1f90fd51bcd7737caac0,1412
frozen_selector_v2/fibre_selector_v2_audit.sha256,e5951d851d77c9c4263e492c804d6889489c886c7f3593a2a827bdce9feffe6b,66
frozen_selector_v2/oracle_representation_designs_v2.json,bace250acdedcd31eef4e11f1d9dbf9951dda43da472bf0a24937a1962c83a3c,302269
frozen_selector_v2/oracle_representation_designs_v2.sha256,722bcebf3e2bfd821f8c5c3a0f96c812efcc23a936d9cc34150d241a6b7e77e5,66
frozen_selector_v2/oracle_selector_validation_v2.csv,56cad9fe2639cba8234663bc2389c07775f491f4fad22e846682ea2b5c3e4065,87876
frozen_selector_v2/oracle_selector_validation_v2.sha256,55266bdf3105d63df47a3d801056af164e14509907cf090c23c4b529f15d9a9f,66
frozen_selector_v2/PACKAGE_SHA256_MANIFEST.csv,b79f1d5e16502097be1c1b7b38bea69639ca1ea9b0b4a0695d48a423d5a7f448,1067
frozen_selector_v2/PACKAGE_SHA256_MANIFEST.sha256,2773eb7961168632fd72c3930214f61bc5c436945a9a4d47b713c52b3cd782de,66
frozen_selector_v2/qaoa_representation_designs_v2.json,1d3581ba1d0c082cf269ec904cb9daed6f1d44fbc14b965f511ff216b1624694,462312
frozen_selector_v2/qaoa_representation_designs_v2.sha256,025112ad8822659f118acb71125ac9ef3f2027361508a493767f99c75b4bb7ab,66
frozen_selector_v2/sa_rlt_moments_v2.json,acf0d2909a26ae97486f0d1ef7050dc705908bc33d444d740cbd51de30544c60,656222
frozen_selector_v2/sa_rlt_moments_v2.sha256,9448c4c54962655fb6a4c9524674046f712a174ec36588e4a6138bba6863809f,66
provenance/experiment_config_v1.sha256,e2004ac17044de58e541d8718e9ee802659e09f66a5c078f887614fe76930026,65
provenance/experiment_config_v1.yaml,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,11230
results/e1_exactness.csv,b53c7fd1971d5e5815c45a5676573da009b1846fad7c0d664df670129904cef6,209853
results/e1_exactness.sha256,67e7f506cc23a4d8ea4f407c677caed7290e159bb1ca70e712bd4864c33ef3be,65
results/e1_penalty_trials.json,8dc3b0d488eae20b5f6513c557f062076eae890d495c59ecb8cce71700e7c864,1768092
results/e1_penalty_trials.sha256,a874acf83571bec608237a4b86c175e7157f0a034d43abe12e698cb8b4466e35,65
results/e1_penalty_witnesses.json,94ed21587fe070e5e955ef789c50e5a70193b3b03f2030768714a022f5123955,1148402
results/e1_penalty_witnesses.sha256,a9aec358765cdacc3f72216b2d08341774368747047e537c0f416134df80d0e1,65
results/e1_selected_designs.json,fde999420749c928da9ea1816774ff6bf0833e410bdba6342f393f49f8c12616,79618
results/e1_selected_designs.sha256,679a4ad05fe4d8c53184855b19ee27ee85ca359441b7fa4857d909a099148f67,65
results/e1_validation_summary.json,6dcbce9386d98bb79ef19307783842a4f44568b1ca5c7f5991a59c92a4cd4cc2,1948
results/e1_validation_summary.sha256,274a2ec5e7bad0a65aaa74261c6e2704423b0a98e80f919d57ce723253dca960,65
results/e2_compiled_resources_by_seed.csv,7d63d50290a8b52271755a1c5db21437bd03f9ff47a9ed8dc86175d30c662b6d,7574925
results/e2_compiled_resources_by_seed.sha256,a7e191586b2e51dc40fa8eff18906124eb334eda40b5de8252f8c1e68d049b69,65
results/e2_compiled_resources_summary.csv,4b0d367604e15292918682452bae6bc66ab8cfc21f81eb3b35f5ad867a391489,615407
results/e2_compiled_resources_summary.sha256,3146cd938e1ee1cb6c21c0c3176722a4f892e912d248e26ea58fa7decba0e877,65
results/e2_designs.json,41555c112a720b2fa2227b917b5a1515a1ce3654641bf5714e852d0eb9b915a9,1765353
results/e2_designs.sha256,c962fb24a3fd7fa66ce3b07828f07abb5af1c253c69d2a7a3b97bbef554f12e8,65
results/e2_logical_resources.csv,0b82de1c04a42fa7cea1a3d5f9a2384e4350ce4e5563dcb6367103659f6d77e3,563699
results/e2_logical_resources.sha256,089bab6452c6609b9115301e3248c5233b77a91611f318f1c585227f0309cccc,65
results/e2_validation_summary.json,e0bbb97f8ff8be57a7c187963e19ffb6d86b8930e6bccb37e70531cf6674c412,2796
results/e2_validation_summary.sha256,c5243e47552eeb38bf0eedfd1eebedca95736d8cd370d28e810bed5caeee96ca,65
results/e3_budget_plan.csv,cf35a26ee2f3ef5ae8a8b50c753634ead209c69373f5d8532ded59e542d4cd63,40491
results/e3_budget_plan.sha256,5245206a712ec239c05b0e40e54e30380fc0bec3760e96b6deadb2d6c203f763,65
results/e3_qaoa_runs.csv,6397539d03ea8dfa3d5efb85356e748435be3519ac690ab9868d79373bfdc439,1222828
results/e3_qaoa_runs.sha256,e938ed8b8e106c2351e852f1d0724fbacf8a8940732b80410bccaa85b79f0eb8,65
results/e3_qaoa_summary.csv,bde0d5e4da52b201e53179888b3a8d6bf2049c3b78a5cd840597b0d997344a57,14357
results/e3_qaoa_summary.sha256,df7179268aaa06502795df950cb9d46654c7d4289d7aa2f2e59acee8ad1803af,65
results/e3_validation_summary.json,1323139f63ddff08f2dc448b3638a94f66fb4909efee68234c2ca120337a9afa,2610
results/e3_validation_summary.sha256,6b7b4e6f92b66e2e6307f87a0e3c578f1f42a363c183088f796ddedc3eb6e80e,65
results/e4_marginal_diagnostics.csv,50b52a97939f9cfa28e6f477aa84e78e0e498d1ca3cd158be8b5ba2ffc30020e,156131
results/e4_marginal_diagnostics.sha256,0c93b3cb6f6bfb2a856839032bc367ef2a499fd50d798c07535245bd1330e29b,65
results/e4_validation_summary.json,b31dfb5ecb8d8bd8bee5f580c345f2f63b6ec7d712d97733ab993e57eda03aee,3138
results/e4_validation_summary.sha256,ff12ca458602e3bc472dd4ee065662a18746a0c4203c44f7279cd00d1ff8056b,65
results/e4_warmstart_runs.csv,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,4603437
results/e4_warmstart_runs.sha256,79e1814eca7834978ccf7cea290b3f3d68f0687c6206b8aee22f48fe3854d607,65
results/e4_warmstart_summary.csv,9a73f2958cd50cf286137bf40a2f74919deef7ef4c66d42aa108830d25c184ef,57072
results/e4_warmstart_summary.sha256,dcc5a49b60998b80ab342ddd557b30771313ad4ca3c811cb8b8726dc4bad2744,65
results/e5_regime_instance_level.csv,67c7db7d4b66424434b14a39d2f0b2cca9d7c55017f2465a29c7bf5ae5eab8a1,174236
results/e5_regime_instance_level.sha256,96c1f7936ff66541f91808162c4f786a2109c0d1e1534bb3ad5f04fdb408acc9,65
results/e5_regime_summary.csv,6371e191e6ed6e31ab7a50a15803ee6378be3ba0bb9876fce056ec231bc57fd1,67941
results/e5_regime_summary.sha256,a554b466449c0ccaaf35a545631025943dbe5071bb7f99ebe19367737d8de0ae,65
results/e5_validation_summary.json,854c5bcf213f58eec32676ce56d8b165cf2289f9ae36b6b513b41d55e194a267,4008
results/e5_validation_summary.sha256,af562fa6ec8df34097fd58f9ecd85fa24251770bc51bdf56e7780789fd58bac2,65
results/e6_noise_provenance.json,d6376a5b2b05a107e73efac7717babab9b6f3ea7972579e87844c884039220c5,2252
results/e6_noise_provenance.sha256,6557257ab8dd67937877aee4a909c84c6e84d9f458b2878bc884647c14afcd67,65
results/e6_noise_runs.csv,10b1bc5a8b5c2f2bfe335e30c783215049a24586b2668385ceed693e6d692038,1446954
results/e6_noise_runs.sha256,2061db8e6e7c4ef23739dd5451f093d5a63d4546d03f514a8885b308ebc216e7,65
results/e6_noise_summary.csv,0a27191880285059ca6228547fcb0bba9b3f9fce97f9abc37f36a2907d68b229,12417
results/e6_noise_summary.sha256,43e63b0b79f3600f6b1acd576861fb75248c7300fa439f8e43f8a18e496b7bfb,65
results/e6_validation_summary.json,9af663e91dc03f8ef8e2e6bae765971cb0ebd6f0ad00d06e40d7afba4e1e7fbd,2640
results/e6_validation_summary.sha256,f9091d776a012e9457121d58c778b294ebb2129c504423b53827addb96430cd4,65
results/selector_validation.csv,8cd53180c5db482e5a4538324df0c559906c922a293bb772c59de6ddd4fa87cf,84132
results/selector_validation.sha256,e68bebdbbb939c419da16de1811508b9aa8dfd24c568986673e09c2e5bd4fafb,65
results/selector_validation_fibre_v2.csv,56cad9fe2639cba8234663bc2389c07775f491f4fad22e846682ea2b5c3e4065,87876
results/selector_validation_fibre_v2.sha256,53d85377749cbfa06a4655dceca431a47eb5687d6b11e63671f4136a4497d4e4,65
RUN_COMMANDS_FIBRE_E1_E6_V2.md,128e024be5ba5a974104374f8b0dfff4184f93298625fe62cec7b63044e2f0c5,559
tables/table_e1_exactness.sha256,a3d8bdd6049dd14085c567dad3a0a8b540efd41ee950cc864fd6922a24795d03,65
tables/table_e1_exactness.tex,aaab111c2d7544e15618500137f43543dbbb7f85108089192fbe0a8906ecfaf5,1726
tables/table_e2_resources.sha256,75bb189827f1a24b43b0e16f5039fa88848dd7a084b26fcf6b0f01605e77e42d,65
tables/table_e2_resources.tex,5cb2c21fa42b34ccb0d353b640a90cad6832f0de460ef40e022e0ecfd7fae730,1754
tables/table_e3_qaoa.sha256,ce6bfb03c7666f0a7da743cc57e8f1c02700e4f079dc5a0f2df4e8702d06167b,65
tables/table_e3_qaoa.tex,863a9a42382e1a1efc2aad9128eff830c891388870548464088c1220c503bd52,3362
tables/table_e4_warmstart.sha256,a5564f9b5b12aeae81c215b15d077dc520bd5aae877239d9b2e9db8809d0789d,65
tables/table_e4_warmstart.tex,9e5200ddb155307162d4e86f6dba91693a4a3474ad7df772565c2c7f506a1e05,17100
tables/table_e5_help_tie_hurt.sha256,f212486d9f4a5abfeac1c29b4ed6356a10b68a034c9b707f647c0e40afd32440,65
tables/table_e5_help_tie_hurt.tex,f5da126409fa0dbe5042baf8dbc4cf65f9d238a98ce7d4eebba9d57243652b77,877
tables/table_e6_noise.sha256,cdf1cd449768eefd111f9280fbf36a25916571e53e22c501c8b572a128bd9b5e,65
tables/table_e6_noise.tex,530dc38823e39492b8d7ccc22c6bbb1a06e0d92a0c068ac1cca98d6258351661,2120
