candidate_tier,family,attempt,n,regime,generator_mode,instance_seed,instance_id,reason,retained_for
oracle,max3sat,38,7,intermediate,uniform,8760758174729778529,inst_adbf2a749b04624efe2a144ecc443ea36a3e23827a8190d1c7a3569d89d76af6,oracle_m3_limit,audit_only
oracle,max3sat,39,7,intermediate,anchor_pair,1870066033741716581,inst_df35ad069359f952372cdde2c3264d3c7660044a3c6a04b93d451707058a42c8,oracle_m3_limit,audit_only
oracle,max3sat,40,7,high,uniform,3124670105268471115,inst_03846798e0ba65414ac865eb829eb65b37d3d9cbc858358e1a369c2df1565cc4,oracle_m3_limit,audit_only
oracle,max3sat,42,8,low,uniform,8999011298056200940,inst_6c9ab523858f3bd1cfdf7913fd77cb7a32cdc7a22ab1d91529a39ab16a557a27,oracle_m3_limit,audit_only
oracle,max3sat,44,8,intermediate,uniform,6475779921954788055,inst_9cdaf288b9631e7191fb2bd13c2abc8f9f2c4f53a20002931f09094ea57d35e0,oracle_m3_limit,audit_only
oracle,max3sat,45,8,intermediate,anchor_pair,2788113821158884116,inst_7d8aef67d08ba16d72893d24c0423082c9ec8b54e77567a9425777ee5e7dd938,oracle_m3_limit,audit_only
oracle,max3sat,46,8,high,uniform,2440003851355792132,inst_67b985c3f24d96ca68935e54de67d4b8ae301693781dbc705aa5b47256b157fb,oracle_m3_limit,audit_only
oracle,max3sat,47,8,high,anchor_pair,3424868309183430213,inst_5a2611e023a2b59716c3fcf382d2c84c5a9fff65f5fc49d38283cb421c9dc478,oracle_m3_limit,audit_only
oracle,max3sat,50,5,intermediate,uniform,5801366695591964365,inst_dc503c30e5bbc4d198bbab2d026bbdb24cee9b55f579e61ca587bb7dcf9fbfad,oracle_m3_limit,audit_only
oracle,max3sat,52,5,high,uniform,4253098675504747869,inst_db48d53e30bc6139ef5adca8fd789d05f726b2af7981efa9f613ad7771569c00,oracle_m3_limit,audit_only
oracle,max3sat,54,6,low,uniform,3392175496553096955,inst_e687a5c01b1abe88a5a87eb92b125eab0d06ef72242b2dee8360897e7e0dbc5e,oracle_m3_limit,audit_only
oracle,max3sat,56,6,intermediate,uniform,7116011716812217993,inst_45b1ccc15e5e924c643c898c6da83e651f389fb6090bfa79c829e0180f44b63b,oracle_m3_limit,audit_only
oracle,max3sat,58,6,high,uniform,4434100439172280545,inst_5935f8ed5045190f946ed1afefb80c5a13c3eef155234ec5308f81d935049b38,oracle_m3_limit,audit_only
oracle,max3sat,60,7,low,uniform,5030178654654027264,inst_c17f48274344426dbf452807fe790043e385ab34ac8f1c530ab1764dccaace29,oracle_m3_limit,audit_only
oracle,max3sat,62,7,intermediate,uniform,888270936664468263,inst_01b6925c72524a2a97ef2cc9065f274dde8cc2d136b6dbe7a7e47108aac21328,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,2,5,intermediate,uniform,1191696702801840885,inst_8fea22bd090b0300388eff31685402faab9c0a81c3f55fd36953f7c84a399da3,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,3,5,intermediate,anchor_pair,938842676796646583,inst_3fade061a477b51f23e146fbe095d888a10ca0ec8f86f3ac955837ea5cd0da77,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,4,5,high,uniform,6961947106562372987,inst_286c608f81b2f46ff03ef3e7504a276665ce18bcbd35fcf8aa5ce9c3cc93de56,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,5,5,high,anchor_pair,9193274642792291822,inst_b46ec80cc1140adcf70920b5e160af1e30516cd68bbf91ad88560373b9250f35,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,8,6,intermediate,uniform,4857562925026645224,inst_7d6163f0ff7f6f38585a895c803a9493d3008b9c597b1caade27e124e6da5f66,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,9,6,intermediate,anchor_pair,1572855593532564153,inst_9a7ba5bc7fe764b57d64901cae59651445ad50f9799cbf42edd7d11fd887a6a1,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,10,6,high,uniform,2580249770654202711,inst_30a3d21fa93a0c0130416c842264c3d1ac76ccc26b633d82f2097dcfb8ac8335,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,11,6,high,anchor_pair,1339184839601980197,,generator_failure:RuntimeError,audit_only
oracle,cubic_spin_glass,14,7,intermediate,uniform,1892706569706688899,inst_3bde9da2dccb42bc9050ff8e099964917c8d56de7b0cbb2a91f4835f4fa63795,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,15,7,intermediate,anchor_pair,540369769174906318,inst_e6ffaa64e863665eb2cad9006e072d8deb4f55dc20d41f8ed3e062b2ce0db315,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,16,7,high,uniform,3326897890786274006,inst_064e477d855ef00999df74d1eb0b158058ba39fed64a62114b13418336db5b6f,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,17,7,high,anchor_pair,7489996334190321189,,generator_failure:RuntimeError,audit_only
oracle,cubic_spin_glass,20,8,intermediate,uniform,7787235920852440062,inst_7fd8bcbac26ae3d5eb3f7c0f26d220d1760502ffe87a1c7bc3d57f052ddf3366,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,21,8,intermediate,anchor_pair,1041020818991655407,inst_05c57a4e5935b301fc6fdb578f1c0cc3e563dd6490bc7e07ab7adbd31142bab7,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,22,8,high,uniform,5530960715797401337,inst_bfdd98318d9c60697ec2a89714e3a43e42a128f9b8f563140097494c1d674034,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,23,8,high,anchor_pair,4275406070593456474,inst_f4236b8aa5bcb01126d9c5d3c59366f936278f91302916a2721dc8df9b2080cf,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,26,5,intermediate,uniform,5765552471513219218,inst_c9a075e28da6646aaf26a82b069e81e409370232f3f8372c7f134ca5c670444c,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,27,5,intermediate,anchor_pair,5861837493982282842,inst_a8d32fc6512c094ad76db62023519894741097df8d0d14dccf6b311c2b116291,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,28,5,high,uniform,39664021475148230,inst_1fe2686e58e3449c5c5556cec5f1e40008600090a81fdebed0f3a8828d113962,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,29,5,high,anchor_pair,3539083748791978220,inst_556c0fddbde06059017c5ccc0072b3da031ac51ab1a46bbfaf3da120933771fe,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,32,6,intermediate,uniform,5393649028373507088,inst_05663f7a0cf8b78dd60a8966d848d029cf206af28f024fff7b62cb104f0c9194,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,33,6,intermediate,anchor_pair,8004865202678853036,inst_7246d2b5b7c495657fd3977606e151e1a0fb78e2b64e7768390ae3da56e338e5,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,34,6,high,uniform,5559639452653042802,inst_d60bbe1ba91c47e1665665097bf9e58fa276802bed5a816d5455979e55cb699b,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,35,6,high,anchor_pair,7320552987739157793,,generator_failure:RuntimeError,audit_only
oracle,cubic_spin_glass,38,7,intermediate,uniform,5588058262291516112,inst_e9239337198a6ff9609ca1cece4a7a61741626a24d223a94ede33998ab1e56d9,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,39,7,intermediate,anchor_pair,2580866211994887471,inst_fa4b6ab3394e256f2bfc71bc6bd94dbac8c225abe162d4c95d443bd96a7e4518,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,40,7,high,uniform,6897830723072814959,inst_d9c86bece72a2951cfcb5d1808eb55eac47925c11705c0cfab9cc3e3967a94c3,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,41,7,high,anchor_pair,817884643485046,,generator_failure:RuntimeError,audit_only
oracle,cubic_spin_glass,44,8,intermediate,uniform,2773934617112789979,inst_70976ac6c36b5f2c74b37ce73d7891cc73a724c4dee851b06b78097f20d27e10,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,45,8,intermediate,anchor_pair,3787766347596168397,inst_24e345b21636502c3460d914c17e028fcbb64eef72524b1b1df046ea3b9ce8a4,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,46,8,high,uniform,6903232611360903407,inst_b7ce7b4e598c332daa875209b18e755615e6911b9af0ade32406e21eec133119,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,47,8,high,anchor_pair,580558088837501996,inst_70a556f9a85fec488a1b773ccc8914daab4a18a08a0a65b2f8c8134d907adb83,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,50,5,intermediate,uniform,1047998370038525755,inst_dd2799402676d084c7f96a389d69cb1fd1e0381204f76a1b59b9a956eba327d2,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,51,5,intermediate,anchor_pair,1084773170962819678,inst_de64642cb11f5429f31bc5dab6f34c602e562e9f67ec51b11305419e434fd487,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,52,5,high,uniform,4145538808242784184,inst_a0f428dfc06a4ad51d6c6f39159d72768365065f0c6d99dc00f2cd51f6448e51,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,53,5,high,anchor_pair,4992410186085614412,inst_fd53542bcb948e772b5d99b4888dce671ffe90b5fb8a991c35ce6e727e8a00b7,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,56,6,intermediate,uniform,4931022139327976399,inst_38a393ee20109cc5178cef1bc1916ecb7644005271964c42c5415ae3854f36c8,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,57,6,intermediate,anchor_pair,7569690700812599450,inst_72bd117e22b9919b41fa741d3c6e4f1b63d3e545656a1955c0e79009d1e468f1,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,58,6,high,uniform,5619024466463947086,inst_208ae9710ac9cb9b7bb55680797c0c250ebabcc8b2abe2db42ac41a624bced64,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,59,6,high,anchor_pair,5041999657236389823,,generator_failure:RuntimeError,audit_only
oracle,cubic_spin_glass,62,7,intermediate,uniform,6343349740625314771,inst_26282052ac8af724130b73eb7a08d05610a8edf0fb5bad5fd251c7899d9eccfe,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,63,7,intermediate,anchor_pair,7206865431673919632,inst_d9d66fe9994e6cce130ec7202e253078387becf690b942f060bcaf408b115081,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,64,7,high,uniform,2201131934552842326,inst_b6bdd1f4776218f8af5364c20be06bbfa598f61c892b7c3ba9f413def4076c2b,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,65,7,high,anchor_pair,7569446544876155325,,generator_failure:RuntimeError,audit_only
oracle,cubic_spin_glass,68,8,intermediate,uniform,1209571863335088802,inst_0a72060359ef611502c032015eeaa6b7fda641cfa45a252b9cb51360b0de9c7f,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,69,8,intermediate,anchor_pair,1639442680406767864,inst_3fb36258008ae1c6c451026174a0f9d41b36661d7e92a2b84e7809d7fe8e8492,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,70,8,high,uniform,5424036523969409964,inst_7b39c4c9edf6178ff394690298aa2755f9065d53a29b22b88979796c3eb92ce8,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,71,8,high,anchor_pair,5680089253069146175,inst_0b32ab3db24ee5dd5bda83364d920930ad921fcf9503b08c206d8aec3e04dcfa,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,74,5,intermediate,uniform,3236209645024976088,inst_9aa506edf6346f7c87675f7f70d435384b5ca947ca7edee20adb59bb4d4610dc,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,75,5,intermediate,anchor_pair,5121549898968198476,inst_dda540257b99754cab1439aa9cd5672a6c41dcdb31ea5239625282f0554a1170,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,76,5,high,uniform,6469026081931790323,inst_e3db8ffd73db3c3d0208c8c5c55fa418dbf08519549a05dc8b9561a62fbe671e,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,77,5,high,anchor_pair,2943485472822001426,inst_a6dd9a673b98ee0b1f6a401d971a14642423d9de47fd6fc3534e168a743d6174,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,80,6,intermediate,uniform,6968535394595419387,inst_8ae39abf03d3c992b1fc004a996ee98bf2193a510d5931bd6c4c424fbb42344d,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,81,6,intermediate,anchor_pair,2483859277856632591,inst_6794c6e5300110a2a9684f2bbd9d9441e700a27658705df74bf4444b472fb923,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,82,6,high,uniform,7176611918281603389,inst_8079009e6c586e51723ea01dabd3d80ccb54d834cfc501a7f04d908c2fb4cd6d,oracle_m3_limit,audit_only
oracle,cubic_spin_glass,83,6,high,anchor_pair,90281155350188939,,generator_failure:RuntimeError,audit_only
qaoa,max3sat,6,8,low,uniform,3758273493364504497,inst_65427f0ab483e773c37c684098f0ae7da76014c3314db691eb56799de98b918d,qmax_exceeded,compilation
qaoa,max3sat,8,8,intermediate,uniform,1895259252166129068,inst_edc6a7be57895210f8297e4c3332ad4cb3f2fe67ab75d9c0a5f1d571795b9415,qmax_exceeded,compilation
qaoa,max3sat,10,8,high,uniform,3740513726813280615,inst_79109a0aeb80dc43411828163b5e828f667c41be7b72649f61aa8c0c3d211456,qmax_exceeded,compilation
qaoa,max3sat,12,10,low,uniform,2392844287017286542,inst_918a098e433a061d78cac12ef2d787fd2e374269579b127dc45bf6d32114265a,qmax_exceeded,audit_only
qaoa,max3sat,14,10,intermediate,uniform,3996760286868016172,inst_1ae357c218ecb663e618bd7a9e5f0920526bc4c7b92eb26de41458b31acd0c3d,qmax_exceeded,audit_only
qaoa,max3sat,16,10,high,uniform,2950570604122053674,inst_8cea54182145f6898d28688c847b1cc56a865cc0a741347cecbb0399fb892032,qmax_exceeded,audit_only
qaoa,max3sat,24,8,low,uniform,4109809206170446134,inst_a46160035a30aefe3892d2b049a43bad55098d26bc175c664ebbfea2da0bcad6,qmax_exceeded,compilation
qaoa,max3sat,26,8,intermediate,uniform,1645919212365175520,inst_a407acb5f955147a44dfba4f02be7931dbe34e43e005579bdb9007aad4d94062,qmax_exceeded,compilation
qaoa,max3sat,28,8,high,uniform,5130122389793627109,inst_7df90454db3288ecbd0880a8fbcf3d08e406d14be6f78d4c241e304924acb233,qmax_exceeded,compilation
qaoa,max3sat,30,10,low,uniform,6692041654308632341,inst_0023414ba84e41cd74fac4219eedb877e0fb89e46aff943b08c4b7b53eed6367,qmax_exceeded,audit_only
qaoa,max3sat,32,10,intermediate,uniform,8353273627353433160,inst_4a1a8f35a95a2db41764bc9f3dce3ff4599fd5196fa4689127480fe3d703530f,qmax_exceeded,audit_only
qaoa,max3sat,34,10,high,uniform,7373254010838372686,inst_5aec5243de66915ba0f07bbda20a6125a998e4ad13865fea6f88623fe22890cc,qmax_exceeded,audit_only
qaoa,max3sat,42,8,low,uniform,1084319093155732399,inst_b14e10b59e6aea194761d2eedde57c8d806845debe65a98c7d82fcd34f43ca0a,qmax_exceeded,compilation
qaoa,max3sat,44,8,intermediate,uniform,4860677757726523540,inst_4292cef2fb4c9eb999019c1773bb594d1728cdf303bdeb10a83a3e7bef71dbf2,qmax_exceeded,compilation
qaoa,max3sat,46,8,high,uniform,6487099103711030923,inst_a7b03ca0a70026a3c0068bb3d0a6dfb3f855921d7f87601023f686c95d18ed53,qmax_exceeded,compilation
qaoa,max3sat,48,10,low,uniform,4230698201060822491,inst_ba235c90209a4d0a07f85babd48a211f1f9a2942163ae36517f62b4da8498f1f,qmax_exceeded,audit_only
qaoa,max3sat,50,10,intermediate,uniform,3290561863099877495,inst_28076936e37ec7f1aec5658752d64139bd1b918618cb968b4ca84e720ea8d2dc,qmax_exceeded,audit_only
qaoa,max3sat,52,10,high,uniform,472246474767058663,inst_ba55109ad98a482c2875e357615ff00fbc66c28291f79a2e328aa3c57d6493ee,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,5,6,high,anchor_pair,7950982022354749541,,generator_failure:RuntimeError,audit_only
qaoa,cubic_spin_glass,6,8,low,uniform,3512036725993562923,inst_e6863527db589505432cd6b1d26c66dd8cc456c8b9660f4d19bbc5c14d7738e4,qmax_exceeded,compilation
qaoa,cubic_spin_glass,8,8,intermediate,uniform,3351619908161305219,inst_a4679bc36e70ceabe07c23d07c304c011669cd7cd6dd39977860e971d22b5bae,qmax_exceeded,compilation
qaoa,cubic_spin_glass,10,8,high,uniform,658428577679738313,inst_c2e05f7c3075c3aad73660a0712a836e2e081e148a56e82b9e52e010e4099cc2,qmax_exceeded,compilation
qaoa,cubic_spin_glass,11,8,high,anchor_pair,5698309030585826010,inst_6ad9548a92747aff9a6795f1c5b99d2304f005ac72fb8084bdc0b85e2e6b4c72,qmax_exceeded,compilation
qaoa,cubic_spin_glass,12,10,low,uniform,1202706416064112061,inst_95e1c48598df554a229738c705c95f97a1d9b34a9138dc8e562961a64519220c,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,14,10,intermediate,uniform,7337076504375771620,inst_78529a88504e78153f34ade733372adaaf135a26ed7840c2fc8d641a8f56c174,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,15,10,intermediate,anchor_pair,7897090147683577603,inst_575081a9df1cad77443ff7a127174558dd1a2b64fcb395e2aed6b768a300bf92,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,16,10,high,uniform,1893149234485949311,inst_45b798a7ef137cfaec468782a873ce928fdea2521380e2f9a0a17e843491b985,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,17,10,high,anchor_pair,8454870078356144554,,generator_failure:RuntimeError,audit_only
qaoa,cubic_spin_glass,23,6,high,anchor_pair,427061973213097555,,generator_failure:RuntimeError,audit_only
qaoa,cubic_spin_glass,24,8,low,uniform,662674354759991748,inst_5e7c8d0ae78fb3fcd9e50f45870af4ef1698195119adfcdb8c7bf1699215879b,qmax_exceeded,compilation
qaoa,cubic_spin_glass,26,8,intermediate,uniform,920799398547775338,inst_70cd92fd1145b443443914cb7d2dd37eebe868cb4f6e2e0cd99cc6f5fceb49f1,qmax_exceeded,compilation
qaoa,cubic_spin_glass,28,8,high,uniform,3754872733241624424,inst_33ce7979cf1de88d35d3c355c345fd7635ea96da4c2a6583f60e1e979f21938a,qmax_exceeded,compilation
qaoa,cubic_spin_glass,29,8,high,anchor_pair,288876341953771625,inst_1f1fc2972a067dd5ad79a2770384dc5867b18b0cf6ed6f50bf88e0b0af724532,qmax_exceeded,compilation
qaoa,cubic_spin_glass,30,10,low,uniform,6194711746458450051,inst_45c4fa98bd31122b82a03548fb0b2c81a737abd508951710a847e73e21ca098d,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,32,10,intermediate,uniform,3659403915001283638,inst_7698ad8471442f21cb0f8a3a457381e1e5cfb3ad95c8beadd34d624216d7df20,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,33,10,intermediate,anchor_pair,6452167530041323383,inst_462efc3e68f7bddd9968de7562f45138435807372f84dc6f8f86ce9f9257acfe,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,34,10,high,uniform,5220740767174601490,inst_a8289b1e0ab449a77ef8c95aa669c541507d31ca8299d879387f6ebe3baf3f92,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,35,10,high,anchor_pair,514702614889076051,,generator_failure:RuntimeError,audit_only
qaoa,cubic_spin_glass,41,6,high,anchor_pair,3487278640545219365,,generator_failure:RuntimeError,audit_only
qaoa,cubic_spin_glass,42,8,low,uniform,7011141298580065443,inst_05aaf3936982b612481791b8cbe696e666dbac6b7c6371ca8f9309f2a7262b26,qmax_exceeded,compilation
qaoa,cubic_spin_glass,44,8,intermediate,uniform,6028452629194333936,inst_6969ca061e6a5a0b4350ccfb99da5386eb70d23ece3e7ffa0101e3a9c6305d74,qmax_exceeded,compilation
qaoa,cubic_spin_glass,46,8,high,uniform,4189486158251613911,inst_475335f157ee1891b40b8f710155777516f4d877098145d0ddce1fce297c55df,qmax_exceeded,compilation
qaoa,cubic_spin_glass,47,8,high,anchor_pair,911972518050926527,inst_13030ed96c3ca324374d60f8d25452134295fce62c10aca2ac1f801aa32741cc,qmax_exceeded,compilation
qaoa,cubic_spin_glass,48,10,low,uniform,7743032678819132805,inst_86717ba1078eef5d2cf56106f2a441be017e87cacd55565e4db3a9ac13552c9b,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,50,10,intermediate,uniform,7039319834137585383,inst_537795ba58e178e4a03a122f8bc92463fb004c81ef3c8b64824220a9458240cf,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,51,10,intermediate,anchor_pair,6251893375581915370,inst_05a290a789dc3d86cb92ce2785bfa166631679064f4573431ca8ceaf7a304459,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,52,10,high,uniform,1377972444073390158,inst_474f749a56080ea84a41dcd06f0f9dd2046a496cf62d9be0f1514916de6315de,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,53,10,high,anchor_pair,5037558375648358380,,generator_failure:RuntimeError,audit_only
qaoa,cubic_spin_glass,59,6,high,anchor_pair,1866081615792794008,,generator_failure:RuntimeError,audit_only
qaoa,cubic_spin_glass,62,8,intermediate,uniform,5241886174756585125,inst_9ba2a7792551103e6e69b98c0de1119c32118930928fc10d75a1e7d657dd1bcf,qmax_exceeded,compilation
qaoa,cubic_spin_glass,64,8,high,uniform,8702828484722391047,inst_d91125199706c8108c27d3f20dd2ffc9a38c519cb4e58c97770db6ccd427a96c,qmax_exceeded,compilation
qaoa,cubic_spin_glass,65,8,high,anchor_pair,6672717021702256389,inst_bd91654b426322e8e5eeb5aeae69692f9e01419f8ff43e2242b156e1ee054dd2,qmax_exceeded,compilation
qaoa,cubic_spin_glass,66,10,low,uniform,8046081081028538969,inst_a666761d75a9bcb455e94cdef908b48301262d2dc5eef8717c5769be9b751bee,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,68,10,intermediate,uniform,8927707441616676713,inst_6d239426c9159f1211c9b60eb7a5d5f161729cb56d914a32b95128b40edc63b3,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,69,10,intermediate,anchor_pair,1257556440654509276,inst_e59c85c772ae5e37365ad42684dbfe46a0618dcce6160d1dfd1fc04552cafeb3,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,70,10,high,uniform,4316862209231856447,inst_5c956acdcb0655aad0ccc8d6bf7742ed03b823e9faef92f78231fcd01ca639b9,qmax_exceeded,audit_only
qaoa,cubic_spin_glass,71,10,high,anchor_pair,1638823466309455893,inst_370648680c887a5952bad32f26155ac6dfb7e48fbe702e30034abd7d76317e7b,qmax_exceeded,audit_only
