task_id,study,status,original_objective_mean,original_objective_best,optimum_hit_rate,encoded_energy_mean,auxiliary_inconsistency_rate,statevector_norm
35c73a5fa501274d6ecc5787db2d1205e3eac1a445d7c842dec3ce852214f7e5,targeted,PASS,8.881784197001252e-16,0.0,3.469446951953614e-18,0.0,2.220446049250313e-16,1.1102230246251565e-16
7ab00374e1673526a14cc5e0228d56dac4eeab20c992f5f55bcbd93c6e5a9a07,targeted,PASS,1.1102230246251565e-16,0.0,0.0,1.7763568394002505e-15,1.1102230246251565e-16,0.0
7af5ab54d5c6dbb784bec70965e0ee302b1af8048143c4b45d65d6b55a64c029,targeted,PASS,8.881784197001252e-16,0.0,5.204170427930421e-18,8.881784197001252e-16,0.0,1.1102230246251565e-16
5a124b785caeb74d694bd0d0d909584c5617f3e5fe81d5a91038abe9b4b12166,targeted,PASS,0.0,0.0,5.204170427930421e-18,1.7763568394002505e-15,1.1102230246251565e-16,0.0
012e51be2e729563e82f4e1a4e59ab1db2379eac57063f590683b2bc41b1968c,targeted,PASS,1.6653345369377348e-16,0.0,8.673617379884035e-19,1.7763568394002505e-15,1.1102230246251565e-16,0.0
3581001a6f749d77383c1096ac449f0a938f5623c4ebd12e89047cf92680cee9,targeted,PASS,8.881784197001252e-16,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16
d3c56bcd1e67e3f86562a20a951e1f7ccd9c9ea11c9ff40f52065e47cacb3b5a,targeted,PASS,8.881784197001252e-16,0.0,0.0,8.881784197001252e-16,0.0,0.0
50bd642865a789a139723081e2b4f7fbd5aa7e659b174a8447df03a91e9d2c95,targeted,PASS,1.6653345369377348e-16,0.0,6.938893903907228e-18,0.0,2.220446049250313e-16,1.1102230246251565e-16
26964a785ace9f4e4edfcfb504147ffd4b1e82d5cb2864fb78aab30beeb02ced,targeted,PASS,5.551115123125783e-16,0.0,0.0,7.105427357601002e-15,1.1102230246251565e-16,1.1102230246251565e-16
9960ff4db680596ed487c14c2dbd6cdf18130f0c35e34e98c9528be718c29a4b,targeted,PASS,1.942890293094024e-16,0.0,3.469446951953614e-18,7.105427357601002e-15,0.0,0.0
43abae626d7bc8a33c9f59d593bf09148c48fcc3e6b66e1e0638ffdb67065231,targeted,PASS,3.3306690738754696e-16,0.0,0.0,7.105427357601002e-15,0.0,2.220446049250313e-16
931cbb245079a15021d59b404bf188a35b46ee6c9afec460568df64bb4f92eee,targeted,PASS,3.3306690738754696e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0
6b59f034bfbebce613c532394272dcbbd3423cdca72f338fb663e225e5be43a5,targeted,PASS,3.0531133177191805e-16,0.0,0.0,7.105427357601002e-15,0.0,0.0
2ec5d6b46beb64f46151b719871469324a98fa30178fbf20413daf6296ad941d,targeted,PASS,1.6653345369377348e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0
137595f07d1bfaf65e7059e06164e72e05ec80297c172b6d2278ccb41560fcd0,targeted,PASS,2.220446049250313e-16,0.0,0.0,7.105427357601002e-15,0.0,0.0
dc1510959f8bbd81a3c607007c067350a7189040983ecf160070639d6522b559,targeted,PASS,2.220446049250313e-16,0.0,0.0,7.105427357601002e-15,3.3306690738754696e-16,0.0
850c0ad2005241539e380d4c24547ce7232fdb63e97a2afe876f4f86920826da,targeted,PASS,0.0,0.0,6.938893903907228e-18,1.4210854715202004e-14,0.0,0.0
fd2f266b3fc556dbe5d00d460f5e857acbfa33138fba1f1c8119994a31ec9b33,targeted,PASS,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0
e3e6cacdca21532c11e5890428cb0514efd476146cd3708648a99684769deab3,targeted,PASS,5.551115123125783e-17,0.0,0.0,0.0,0.0,1.1102230246251565e-16
381f503faa3e70f64ea94cf064ec67780eb7644f024a6a869209bfa9632b8819,targeted,PASS,2.220446049250313e-16,0.0,0.0,0.0,2.220446049250313e-16,0.0
432f04474a04c099a666aea8de4c22bc015f0b7764b01c30197b7f6688899c3a,targeted,PASS,1.1102230246251565e-16,0.0,0.0,0.0,0.0,2.220446049250313e-16
ae88b6d2dd975cb7301716e00008ea746b2a7532388881b2f373b58657b88480,targeted,PASS,1.1102230246251565e-16,0.0,0.0,1.4210854715202004e-14,2.220446049250313e-16,2.220446049250313e-16
d574393b60c7617985cf4c7133ff523601aeb32bc3d08b9379de6eb2cc2d9383,targeted,PASS,5.551115123125783e-17,0.0,0.0,7.105427357601002e-15,3.3306690738754696e-16,0.0
05cc4e6e7c1f07ba9cfe6bf39f998770f98ceb5436ac5a74e2938487010023b1,targeted,PASS,2.7755575615628914e-16,0.0,0.0,1.4210854715202004e-14,2.220446049250313e-16,0.0
3a30231d74128d8c3af631a49c3734fc0323f79d26f3107e10173b9d526fd6ba,targeted,PASS,1.6653345369377348e-16,0.0,6.938893903907228e-18,0.0,1.1102230246251565e-16,0.0
ba4b5002d30fbef4830bf374f1f9f8cd22fca8e672c71f831b6ee5b1b0c30df1,targeted,PASS,2.220446049250313e-16,0.0,6.938893903907228e-18,0.0,0.0,0.0
f3a938027cd1ff4ea14993f0d660f5cad1ca5f7d9fb164f60673adc14a12c30a,targeted,PASS,0.0,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16
0d42f3b980723ccdb8f3f397222ea5f4c33719ce6a3b290156c7a1f2fce027bb,targeted,PASS,2.220446049250313e-16,0.0,2.7755575615628914e-17,7.105427357601002e-15,0.0,0.0
930a878f326f106125fa5c1ec153797a320164fb24c77dde87ed5900c91debdb,targeted,PASS,1.1102230246251565e-16,0.0,6.938893903907228e-18,0.0,0.0,0.0
5840ff36376e3af4eb8eddfc000d8dab2e3218b467cb8d2b3d3e4eea30dc1e7c,targeted,PASS,1.1102230246251565e-16,0.0,0.0,7.105427357601002e-15,2.220446049250313e-16,0.0
b8eeda2c713e7296721e7a3a20295ebb603f9a7fdb67f0dd2e0423c31769b2b3,targeted,PASS,1.3877787807814457e-16,0.0,6.938893903907228e-18,1.4210854715202004e-14,2.220446049250313e-16,4.440892098500626e-16
e16a1b68200380bee0c65657140549bf2a0ba616b3b0491fc27fbaf31bfa499f,targeted,PASS,4.440892098500626e-16,0.0,0.0,7.105427357601002e-15,0.0,0.0
e6bd1f679f61f426ced97445e4239dea01c8e3bd88d161d52778e354a2de7192,targeted,PASS,4.440892098500626e-16,0.0,0.0,0.0,0.0,2.220446049250313e-16
11ec60f70f653fc30aae03563b35b1f1f57d47047e83770421415ae765547821,targeted,PASS,0.0,0.0,0.0,0.0,0.0,0.0
0939eb907accfc068073ea9b384ed9af7f172c313af48fdfef45c8f5efd915a9,targeted,PASS,8.881784197001252e-16,0.0,0.0,0.0,2.220446049250313e-16,0.0
f3a055e3f8225374a6e0dc5079476bd3fa4dbffee84177b5ca15584ef0754873,targeted,PASS,4.440892098500626e-16,0.0,0.0,7.105427357601002e-15,0.0,1.1102230246251565e-16
ab973c95167e18067de1c6fd37063c66be5dc05736905983a6522fa90277db95,targeted,PASS,0.0,0.0,0.0,2.1316282072803006e-14,0.0,2.220446049250313e-16
dbab3ec1c4d230c1876d930be586b44297e98b8d67e045c80aba1042403a212c,targeted,PASS,8.881784197001252e-16,0.0,8.673617379884035e-19,7.105427357601002e-15,2.220446049250313e-16,0.0
d3e026d3cd38f7b06c6fab15cd4b2c6e202cb561483ca48f06c3e3bc8f31ccf7,targeted,PASS,4.440892098500626e-16,0.0,8.673617379884035e-19,0.0,0.0,2.220446049250313e-16
5a32b2f96204c96673252398adbbb8c23f51f0cca4e827ac9acc3a92a39aecc0,targeted,PASS,5.551115123125783e-16,0.0,0.0,7.105427357601002e-15,1.1102230246251565e-16,1.1102230246251565e-16
fb1859fa8a75596a4a075bbee7d73ac51575ca0e61dd45d3a5cfb77eba12d1bd,targeted,PASS,1.3322676295501878e-15,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,0.0
34b059c21f6de15bbe07b537e43d4541d60cd9b19346b3bd372a60c9dbd29201,targeted,PASS,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0
0005ca951e80515cd823937bf2bc1805c2207df826fd01dd46073aa30cea5925,targeted,PASS,2.220446049250313e-16,0.0,2.168404344971009e-19,0.0,1.1102230246251565e-16,0.0
6aff6825188bd0052a4f5e3e09e9d27c753edd8c89442052b4423133e28f292c,targeted,PASS,0.0,0.0,1.734723475976807e-18,7.105427357601002e-15,1.1102230246251565e-16,0.0
5e86eae22681909774788e20eba0f8b15923a4a5c41b843b77d4d203b49473eb,targeted,PASS,4.440892098500626e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0
e1d95669f7afb2d88c657ed59e858ca27618c2da004b65635d9a6b3539ea4675,targeted,PASS,5.551115123125783e-17,0.0,1.734723475976807e-18,7.105427357601002e-15,0.0,0.0
647f2643bd53d61469c274724bbabbe6ca70fa1ef29d3ecb680ebecf95a28ccb,targeted,PASS,4.440892098500626e-16,0.0,6.505213034913027e-19,0.0,1.1102230246251565e-16,0.0
964e39f81908d8b45f92131de764c80b6216bd62139867a84a53a51587de9018,targeted,PASS,4.440892098500626e-16,0.0,0.0,0.0,2.220446049250313e-16,0.0
81c5d935587813a80a145e6745759734998aabb0b55dec7e116220080373ac60,targeted,PASS,8.881784197001252e-16,0.0,8.673617379884035e-19,0.0,0.0,0.0
714f7cb603061e495c9469ddcb204613219acbef5bd73c1b886bd3943d783950,targeted,PASS,6.661338147750939e-16,0.0,1.0842021724855044e-18,0.0,1.1102230246251565e-16,0.0
d0c2d293778d4c37d72070df1dd1deb6c3a01ab18cfa9108d91be14217db49bf,targeted,PASS,1.3322676295501878e-15,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,2.220446049250313e-16
a8da9cf94a20eb2fe05055639147ae59da4c7b975cd0d02bc44554793680924c,targeted,PASS,2.220446049250313e-16,0.0,8.673617379884035e-19,0.0,2.220446049250313e-16,0.0
cf259126122e9ccd054f34cdad821cab244d93d66bd5699888d3bbb363f27ced,targeted,PASS,4.440892098500626e-16,0.0,4.336808689942018e-19,0.0,2.220446049250313e-16,0.0
087c47fef6757189c0a709ba688f0cc0679c4a147440418b83d23966d941a9f1,targeted,PASS,4.440892098500626e-16,0.0,0.0,7.105427357601002e-15,2.220446049250313e-16,0.0
b4d4b3b58f8c472ebac448ec5ad3edd83bbc30d26b725117af85b42f4d4a8bdf,targeted,PASS,2.220446049250313e-16,0.0,8.673617379884035e-19,7.105427357601002e-15,0.0,0.0
34ca504458565e446c19af3180b5b8bcf08a8ea8832668f11605c95091350a95,targeted,PASS,2.220446049250313e-16,0.0,6.938893903907228e-18,1.4210854715202004e-14,1.1102230246251565e-16,0.0
98e042939e2b9fb935344ea5e7fbc995dcf5198a2d7016ee877b1d831bdaa0c5,targeted,PASS,5.551115123125783e-17,0.0,6.938893903907228e-18,0.0,2.220446049250313e-16,0.0
3fdd4ec5dbf45cdd4f3ae116910dfaad41788ed6ec591b1fd4d350f482744961,targeted,PASS,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0
d266d004ec06c8d5ea51c129860cce3d317400fd714339c0d7c4297f832f9976,targeted,PASS,2.220446049250313e-16,0.0,0.0,1.4210854715202004e-14,1.1102230246251565e-16,0.0
e2e6050cf01a870578027f9c6e043071b733bb9c6cc5c76490e032eee0591481,targeted,PASS,2.7755575615628914e-17,0.0,0.0,7.105427357601002e-15,0.0,0.0
5666e2c2f9faeb04b64aaca2bae128ef91990158238f339a113487255aa7b893,targeted,PASS,5.551115123125783e-17,0.0,0.0,0.0,0.0,1.1102230246251565e-16
765f97f9ff0456db1c7a6db047fc041ddb0f5a977bcdf432ccabccfb0099e5c4,targeted,PASS,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,2.220446049250313e-16,0.0
e90ad79c18278cd3fbe99760864f34bab2192311bb436e8cfef6cbf38410010a,targeted,PASS,1.1102230246251565e-16,0.0,0.0,7.105427357601002e-15,0.0,0.0
2aa2bc157cec5829014d9ae95f0ca59d38c54e0b240cfdaaafdd7182b90e13c9,targeted,PASS,2.7755575615628914e-16,0.0,0.0,7.105427357601002e-15,0.0,0.0
736a7dcb33671cbfcae5d049a603ed0e0ee53dbee1806b0b5f250b1d92b40c7d,targeted,PASS,1.1102230246251565e-16,0.0,3.469446951953614e-18,0.0,1.1102230246251565e-16,0.0
3c724f4bd5bf45a77569b1f056e64021aa982af78fb6b7c240da61b9bb18d04e,targeted,PASS,2.7755575615628914e-17,0.0,0.0,7.105427357601002e-15,0.0,0.0
e04f11d41bb6da372ae3dd9217bbc4d0c4e5b09cb66293f303e6e12645e68c03,targeted,PASS,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
852e51d48bd3767a682a8bfa4711c0779cb0de8a35b08f6fc08e83c019f6ac92,targeted,PASS,2.7755575615628914e-16,0.0,8.326672684688674e-17,9.237055564881302e-14,1.6653345369377348e-15,1.7763568394002505e-15
157938dfb32b1e6537a1a4c6025a4f1a6585e0286418f58c7ab23489f46cec48,targeted,PASS,2.220446049250313e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0
242fedc719ab1864df198e6e0a08862b5ee77383b56eba7e43b557dd2d9c4466,targeted,PASS,1.1102230246251565e-16,0.0,6.938893903907228e-18,0.0,1.1102230246251565e-16,0.0
510acc417b48e5a989d6ba2d76415303c8246ca37f11ecd0084a3be4968b40b6,targeted,PASS,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0
0ed6fc12fd5df60ea53ed56f4744f5045daf35ad5b0d2e1a8b9be7cadd08a41c,targeted,PASS,4.440892098500626e-16,0.0,3.469446951953614e-18,0.0,0.0,0.0
a4f3938628e7b17b612a8964482a172c2bf395e07ad62a573b48f141da5944b5,targeted,PASS,5.551115123125783e-17,0.0,1.734723475976807e-18,7.105427357601002e-15,0.0,0.0
192cf2ff6c6f7b490895ba47f5e195a7701715f35b770a20a60cc5c5bd9d9e1c,targeted,PASS,2.220446049250313e-16,0.0,8.673617379884035e-19,7.105427357601002e-15,1.1102230246251565e-16,0.0
fd4759579a71b58ea92161131c87e0646cdd50c75ed81010c5b0bdfe5044447a,targeted,PASS,0.0,0.0,0.0,7.105427357601002e-15,1.1102230246251565e-16,1.1102230246251565e-16
7b431a0bc5dca22a3234dbc06e2aaff9cf9274e827ee88004ce9afc04c642f6c,targeted,PASS,2.7755575615628914e-16,0.0,6.938893903907228e-18,7.105427357601002e-15,0.0,1.1102230246251565e-16
d0860f0b39f8017ecf1350f9fab8599e92942c52be0edde8340c6b4fac406af9,targeted,PASS,5.551115123125783e-16,0.0,6.938893903907228e-18,7.105427357601002e-15,1.1102230246251565e-16,2.220446049250313e-16
60eca13b931c0d661f4d49ecb13f0fde0df91590628b89cadb01320dd6e4a20f,targeted,PASS,4.440892098500626e-16,0.0,6.938893903907228e-18,0.0,2.220446049250313e-16,2.220446049250313e-16
9fa319ca325351a1b796d312f1489370186eae0bbebed1bfac1d309311dfbdbb,targeted,PASS,1.3877787807814457e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0
366457565b97ad6eb2d338053bb69b26ea72d6cfbd10e8c9b831262cb15cb60f,targeted,PASS,4.440892098500626e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0
8d04e979020e402d273a0a4466d7e569b82e6440a550ab172b050a5ef864e18a,targeted,PASS,1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0
86571832a439c9850683682f315955512a8f5b89ea92cde9989523806a1fc910,targeted,PASS,1.1102230246251565e-16,0.0,0.0,7.105427357601002e-15,0.0,0.0
7b65a30b8756fcb06be8c76ba80bf2e75e37b2564f328df0e83e6ee6a19c0b76,targeted,PASS,2.7755575615628914e-16,0.0,1.3877787807814457e-17,7.105427357601002e-15,1.1102230246251565e-16,0.0
a8b5cf8fde3137fc1a603373b2eb4849e573cec60730dcbd81166a6fc6d1a6eb,targeted,PASS,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
90eabd4357d52017ff1f65fbd2646062c1cb70c70d0e52a91a814899e3c63541,targeted,PASS,0.0,0.0,0.0,0.0,0.0,0.0
c885556f8422bb0241b934f704516b59585480c796619130e48819245fcbcd79,targeted,PASS,2.7755575615628914e-16,0.0,0.0,0.0,0.0,0.0
f86e00a035e2cf259491adb79438cd8b14d42aab5633d69ed1af1bfbdc1a8b70,targeted,PASS,1.1102230246251565e-16,0.0,0.0,7.105427357601002e-15,1.1102230246251565e-16,0.0
e9e7c584927a070a9b7a74fd199f005651ec73a14f24827603a25156ff665a08,targeted,PASS,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0
59a7a704b4ace615d91964b6504954bffa3ad9b74f2f951fc9ac056cb94d8246,targeted,PASS,3.3306690738754696e-16,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16
385e4eb373b062ffd5279c2c6ef4475ca5a4df27c2be665a4d6a1179dd0263ae,targeted,PASS,4.440892098500626e-16,0.0,1.3877787807814457e-17,2.1316282072803006e-14,4.440892098500626e-16,4.440892098500626e-16
837cdb14daaee2c0e430e5a7d25378c28ed9c6f6919382140de4f4b19a780a2d,targeted,PASS,3.3306690738754696e-16,0.0,0.0,7.105427357601002e-15,0.0,0.0
b972ae2f9e6a130c89e99a494800acdc5a29c80453fcdcde515d0d345a2232ec,targeted,PASS,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0
f5eb92c283d8da783c37ad8542686e7e53576ea407ed2df20acb4765d31e23ac,targeted,PASS,1.1102230246251565e-16,0.0,0.0,7.105427357601002e-15,0.0,0.0
3b9727747408dd2629e67fc00736c7cb2ac6b4afa11d04b995abe95a365c6665,targeted,PASS,2.220446049250313e-16,0.0,6.938893903907228e-18,0.0,0.0,0.0
c67ec6394ebcbccd47c1f34a157cf3c716afcc8c712fe9b485bca42c92003d38,targeted,PASS,3.3306690738754696e-16,0.0,1.3877787807814457e-17,0.0,1.1102230246251565e-16,1.1102230246251565e-16
0bc9156a46e6f8f32f63d7acd5c3a960936ac0547946f6b86af919bf3e7c498f,targeted,PASS,2.220446049250313e-16,0.0,3.469446951953614e-18,7.105427357601002e-15,0.0,0.0
459e9484632ac419d4512250f3ae725a208911b3138f366f8c89af05ce1a9d9c,targeted,PASS,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
1b3aa3c119c50218fd2ceceb263324cd6f12e68b0786c90435203e89676674d1,targeted,PASS,5.551115123125783e-16,0.0,1.3877787807814457e-17,7.105427357601002e-15,0.0,0.0
320c553b6d2e810f8620e46e4ae114901965ec495e3178466971392e952c5f63,targeted,PASS,3.3306690738754696e-16,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
76562116f7888816d1ab49324b31efee8930ce60c5f9bfaa6988f901a8aa29e9,targeted,PASS,2.220446049250313e-16,0.0,0.0,0.0,1.1102230246251565e-16,2.220446049250313e-16
dd833c620070d83e8eb59d3c6663804b17b42c1d2325c7d544fd8482f64e6511,targeted,PASS,2.220446049250313e-16,0.0,0.0,7.105427357601002e-15,1.1102230246251565e-16,0.0
6e5cb2152cb642b6fef16958c0158a3121d90c49f52e298cf829a6888c9fcaf2,targeted,PASS,0.0,0.0,6.938893903907228e-18,7.105427357601002e-15,0.0,0.0
6a9c5157084611ca1bca520e7439c33f1703820b483fd96a1427f2475a0432af,targeted,PASS,1.1102230246251565e-16,0.0,6.938893903907228e-18,0.0,1.1102230246251565e-16,0.0
5c536c50f055b18c5ed9cff03e899c6e62a6bfdbd81ed036ed687902f0f4f450,targeted,PASS,0.0,0.0,3.469446951953614e-18,7.105427357601002e-15,2.220446049250313e-16,0.0
c433597c8f4f4684d093fda1b0f0c040c0b24c1efb7edaec3302846880bbfa5d,targeted,PASS,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
dd63c32da14786a7fdb571b8316a2c84efa391efeadf91ac0698691b96824aa8,targeted,PASS,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0
29cc4b0c3da2e5fa5ba62089b7a7474ba0485317ae00be540b3d649f8c9282fe,targeted,PASS,8.326672684688674e-17,0.0,6.938893903907228e-18,7.105427357601002e-15,1.1102230246251565e-16,0.0
a009c12b9f663d566b60b558f80c3816ca711327ba309196a8b071f6212361e1,targeted,PASS,1.6653345369377348e-16,0.0,0.0,0.0,0.0,0.0
bee876f222c41484b74c13305bd28945befc8a4020ab9ac46d811c7e122e557a,targeted,PASS,2.220446049250313e-16,0.0,0.0,3.552713678800501e-15,1.1102230246251565e-16,0.0
74f705c2134ebea9a8f8b75d71dd2f58cc4d7f004ff233cab11c97485dbaf131,targeted,PASS,1.6653345369377348e-16,0.0,0.0,7.105427357601002e-15,0.0,0.0
c30c8b5d2de2e921c97ee6af051753d2ea02b9388fe9670ec2e488bdb632b754,targeted,PASS,1.6653345369377348e-16,0.0,0.0,7.105427357601002e-15,0.0,0.0
4aee902458e6418434e1c53ea47203cc619c8f66ea6c7f22dc106f483154aa5d,targeted,PASS,4.440892098500626e-16,0.0,0.0,1.7763568394002505e-15,0.0,0.0
4eb2bc0defff060b49bb55b633e0c688a6b36a9bd88d568c68871a3d86da01a1,targeted,PASS,1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0
19341772f0cad5524896fd15c67efb1ccfbcbf883e53c97f0dd3cf4f3c483dad,targeted,PASS,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
e32d8f381fe0968b96f9c0e31689762f61fa9e5530350973e9ee2f8f45387bbc,targeted,PASS,0.0,0.0,1.3877787807814457e-17,1.7763568394002505e-15,2.220446049250313e-16,0.0
f0b3475d9761f355b38794efba6bf74375211f6e010decf80b62adb39a13fff5,targeted,PASS,6.661338147750939e-16,0.0,0.0,1.4210854715202004e-14,1.1102230246251565e-16,0.0
2e3d3d1879576023de486dcfdb7ccdb1f05108af7f224625e59ea7ce4a3fac61,targeted,PASS,0.0,0.0,6.938893903907228e-18,0.0,1.1102230246251565e-16,1.1102230246251565e-16
642d4399a605e9ffcca7dae79a215ea3ed0451dfd2d5b979c7f6dd588380e4ca,targeted,PASS,0.0,0.0,6.938893903907228e-18,0.0,2.220446049250313e-16,0.0
674214d3843d86279ad27955d4f51b1319ea95f61e2d96fa4c582c1f1a566a5d,targeted,PASS,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0
0d8bd90ab143d978e2ce0677fa594d490847c747cedd1f818a341a9c36e67719,targeted,PASS,1.1102230246251565e-15,0.0,6.245004513516506e-17,8.526512829121202e-14,1.7763568394002505e-15,1.7763568394002505e-15
f80df5181a616905632568e02d63b44bc88e5cc42ae8cebb4d1e35419ddc67ab,targeted,PASS,1.3322676295501878e-15,0.0,4.85722573273506e-17,7.815970093361102e-14,1.9984014443252818e-15,2.220446049250313e-15
18a39f4c30db5263ccf403321ae6ea9c73cf644a216890ed38688b2be0ede6a2,targeted,PASS,0.0,0.0,2.7755575615628914e-17,3.552713678800501e-15,0.0,1.1102230246251565e-16
fa1cd1422e56bf34b087b142797634bcbd049493949e27a48a67140775a45e9f,targeted,PASS,2.220446049250313e-16,0.0,6.938893903907228e-18,0.0,1.1102230246251565e-16,0.0
a1f20bf6036c90eca5e176a35ed3ab6f052c07df688fc47d180504534c04b583,targeted,PASS,1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16
0f38ccbc50cac3622f148f6d6ab93b62252e34f6d777afc72ac28bac481872a0,targeted,PASS,2.220446049250313e-16,0.0,0.0,0.0,1.1102230246251565e-16,2.220446049250313e-16
ef7766913121f65a8af8e338f24ca82faac97ba715d1a794b9aea5d56289a05b,targeted,PASS,2.220446049250313e-16,0.0,3.469446951953614e-18,7.105427357601002e-15,0.0,0.0
a03c0de3704a8674e118131dbfccb3ad81fbaa89892b56e1d872dca36ac99494,targeted,PASS,4.440892098500626e-16,0.0,5.551115123125783e-17,7.105427357601002e-14,1.4432899320127035e-15,1.7763568394002505e-15
ad35ab048ceaf8f35793547ca3b2b829d7d46aee2056032056721c963f4fe462,targeted,PASS,0.0,0.0,0.0,0.0,0.0,0.0
211a60249ad0c4f17a7f2d07647733aaab20407121444fe3ca8fbdc8f1f0ca04,targeted,PASS,0.0,0.0,0.0,3.552713678800501e-15,1.1102230246251565e-16,0.0
593e95b54fb461a8ac83facfc4a25812f6749e7acef131ac0fdd5fdd64372551,targeted,PASS,4.440892098500626e-16,0.0,6.938893903907228e-18,7.105427357601002e-15,0.0,0.0
