task_id,study,instance_id,representation,budget_key,p,warm_start_policy,pair_closure,code_commit,validation_commit,source_file_sha256,source_csv_row_number,evaluations,current_evaluations,effective_optimization_evaluations,evaluation_accounting,reuse_metric_errors_json
634423499ba504097e725204f4e30cfc010180a18b5293d82f61f1480b00207c,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_variables_only,auxiliary_cold_half,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,583,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 5.551115123125783e-16, ""encoded_energy_mean"": 7.105427357601002e-15, ""optimum_hit_rate"": 1.3877787807814457e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 8.881784197001252e-16, ""statevector_norm"": 0.0}"
0883586454735e708fcf4061f463c1284ad004d0ed22f7ec65fc774fc190ac80,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_and_auxiliary_variables,sa_rlt_level_2_pair_moments,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,584,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 1.4432899320127035e-15, ""encoded_energy_mean"": 1.0658141036401503e-14, ""optimum_hit_rate"": 4.163336342344337e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 1.1546319456101628e-14, ""statevector_norm"": 0.0}"
e317d41031355677d681387cd1522c29fbb9fccee38bfd3b11a3e58426079588,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_and_auxiliary_variables,sa_rlt_level_2_pair_moments,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,585,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 1.4432899320127035e-15, ""encoded_energy_mean"": 1.0658141036401503e-14, ""optimum_hit_rate"": 4.163336342344337e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 1.1546319456101628e-14, ""statevector_norm"": 0.0}"
04b7175b30fe89f8840bc705238f06591692f494dc247a2a51d051ad69a02988,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_and_auxiliary_variables,sa_rlt_level_2_pair_moments,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,586,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 1.4432899320127035e-15, ""encoded_energy_mean"": 1.0658141036401503e-14, ""optimum_hit_rate"": 4.163336342344337e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 1.1546319456101628e-14, ""statevector_norm"": 0.0}"
599722fe2e7989d710c3ad76cbfb17b98a5d45f1b64bce9cf1f78563be71377a,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_and_auxiliary_variables,independence_mu_product_ablation,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,587,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 1.27675647831893e-15, ""encoded_energy_mean"": 0.0, ""optimum_hit_rate"": 1.3877787807814457e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 4.440892098500626e-15, ""statevector_norm"": 0.0}"
9c96f9d489ac2e12931d1a67e8bb9e547bfae1a528ed5e9c23167e4199caa704,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_and_auxiliary_variables,independence_mu_product_ablation,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,588,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 1.27675647831893e-15, ""encoded_energy_mean"": 0.0, ""optimum_hit_rate"": 1.3877787807814457e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 4.440892098500626e-15, ""statevector_norm"": 0.0}"
1a5c7931441c4f43ed405f5a8cc19feb8ece2cb18ab62048ad46815e9edd45c9,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_and_auxiliary_variables,independence_mu_product_ablation,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,589,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 1.27675647831893e-15, ""encoded_energy_mean"": 0.0, ""optimum_hit_rate"": 1.3877787807814457e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 4.440892098500626e-15, ""statevector_norm"": 0.0}"
50ed09a094ec0b4103b4897dbb4b40ef9b368fc44150b7e7224ed7a320949f92,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,cold_start,not_applicable,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,674,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 0.0, ""encoded_energy_mean"": 0.0, ""optimum_hit_rate"": 0.0, ""original_objective_best"": 0.0, ""original_objective_mean"": 0.0, ""statevector_norm"": 0.0}"
33ad85daf24a5aaeaec4e69743ef1e8239972185a2d7b39d164a462462f5bd2c,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,cold_start,not_applicable,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,675,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 0.0, ""encoded_energy_mean"": 0.0, ""optimum_hit_rate"": 0.0, ""original_objective_best"": 0.0, ""original_objective_mean"": 0.0, ""statevector_norm"": 0.0}"
713c0495eea8bdcb7856b10611360a1cd28f87d4e5659291e7d386f0906c9551,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,cold_start,not_applicable,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,676,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 0.0, ""encoded_energy_mean"": 0.0, ""optimum_hit_rate"": 0.0, ""original_objective_best"": 0.0, ""original_objective_mean"": 0.0, ""statevector_norm"": 0.0}"
e0eca38aa53490d1c030e710a7de9f5d1102c950eb688509a1e9ff5ccf1c1f2a,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_variables_only,auxiliary_cold_half,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,677,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 5.551115123125783e-16, ""encoded_energy_mean"": 1.7763568394002505e-15, ""optimum_hit_rate"": 1.3877787807814457e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 8.881784197001252e-16, ""statevector_norm"": 0.0}"
04dc341dcbd45709c4931e928f14d09a4b8048921497a7076dfb42e1688aa658,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_variables_only,auxiliary_cold_half,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,678,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 5.551115123125783e-16, ""encoded_energy_mean"": 1.7763568394002505e-15, ""optimum_hit_rate"": 1.3877787807814457e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 8.881784197001252e-16, ""statevector_norm"": 0.0}"
af28b1f127d0ee3cf196227eeb496d1b13073dbe20ec497fe8b102a6bb3e8fcd,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_variables_only,auxiliary_cold_half,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,679,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 5.551115123125783e-16, ""encoded_energy_mean"": 1.7763568394002505e-15, ""optimum_hit_rate"": 1.3877787807814457e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 8.881784197001252e-16, ""statevector_norm"": 0.0}"
48e42a3ce532029f8dbb833a7b1240005392d655cab27111b9c1a7a0a241b6eb,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_and_auxiliary_variables,sa_rlt_level_2_pair_moments,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,680,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 1.4432899320127035e-15, ""encoded_energy_mean"": 7.105427357601002e-15, ""optimum_hit_rate"": 0.0, ""original_objective_best"": 0.0, ""original_objective_mean"": 2.6645352591003757e-15, ""statevector_norm"": 0.0}"
d235048621dc8007b06c61be4e80de57a8e551c42bb8cf674932a9c830b2d7c8,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_and_auxiliary_variables,sa_rlt_level_2_pair_moments,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,681,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 1.4432899320127035e-15, ""encoded_energy_mean"": 7.105427357601002e-15, ""optimum_hit_rate"": 0.0, ""original_objective_best"": 0.0, ""original_objective_mean"": 2.6645352591003757e-15, ""statevector_norm"": 0.0}"
c44db60b571ea341cde911e18fbc0bafa74258f441f46286ad7b3d05ddf7e5c4,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_and_auxiliary_variables,sa_rlt_level_2_pair_moments,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,682,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 1.4432899320127035e-15, ""encoded_energy_mean"": 7.105427357601002e-15, ""optimum_hit_rate"": 0.0, ""original_objective_best"": 0.0, ""original_objective_mean"": 2.6645352591003757e-15, ""statevector_norm"": 0.0}"
93efcc0750115edceb67c514268d4ceaca57edb3ed2471ca99cd359cd9d337d5,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_and_auxiliary_variables,independence_mu_product_ablation,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,683,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 1.6653345369377348e-15, ""encoded_energy_mean"": 5.329070518200751e-15, ""optimum_hit_rate"": 1.3877787807814457e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 4.440892098500626e-15, ""statevector_norm"": 0.0}"
3882caa1c0b5d2530e2b039f29ac07348c4cb34a022393396558eea3f16b9cea,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_and_auxiliary_variables,independence_mu_product_ablation,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,684,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 1.6653345369377348e-15, ""encoded_energy_mean"": 5.329070518200751e-15, ""optimum_hit_rate"": 1.3877787807814457e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 4.440892098500626e-15, ""statevector_norm"": 0.0}"
3b33904a5811656d20c698a71bcd3f699ce06b372d882cb34b65b1a3706bb51a,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_and_auxiliary_variables,independence_mu_product_ablation,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,685,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 1.6653345369377348e-15, ""encoded_energy_mean"": 5.329070518200751e-15, ""optimum_hit_rate"": 1.3877787807814457e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 4.440892098500626e-15, ""statevector_norm"": 0.0}"
b1eb168ce0f104e552f44ac992e6aee9c0c7c9ed0c9735fe164eb465e1e158e9,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,cold_start,not_applicable,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,722,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 0.0, ""encoded_energy_mean"": 0.0, ""optimum_hit_rate"": 0.0, ""original_objective_best"": 0.0, ""original_objective_mean"": 0.0, ""statevector_norm"": 0.0}"
f1dac0746ff601416d9048df29afb42d5166ddb6ace2bc9f195b32f85a19d79d,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,cold_start,not_applicable,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,723,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 0.0, ""encoded_energy_mean"": 0.0, ""optimum_hit_rate"": 0.0, ""original_objective_best"": 0.0, ""original_objective_mean"": 0.0, ""statevector_norm"": 0.0}"
17801c2ba9fb9e2966a923d452656a75cc9b33e1b980b8923a85fb7d8a0d45c1,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,cold_start,not_applicable,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,724,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 0.0, ""encoded_energy_mean"": 0.0, ""optimum_hit_rate"": 0.0, ""original_objective_best"": 0.0, ""original_objective_mean"": 0.0, ""statevector_norm"": 0.0}"
412d3ad303904cdcdeff9eafb8efb0c6f6c5e28ee1f23c1d7f80877d71744f50,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_variables_only,auxiliary_cold_half,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,725,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 5.551115123125783e-16, ""encoded_energy_mean"": 3.552713678800501e-15, ""optimum_hit_rate"": 1.3877787807814457e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 8.881784197001252e-16, ""statevector_norm"": 0.0}"
9c275bd8131951c5936c1461270dc4ce7e7a2d6f573a4d1a4fff3d2bc111b75d,original_e4,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,matched_random_selective,equal_2q_budget_128,0,original_variables_only,auxiliary_cold_half,749d39f68d29d796da0060f6c180c3306254979e,1301a48c88d27ddc47c4fe10c547745d6fe28d9b,02505fb7952c35d924c5318561fb05b1f8662790a202b8d7ed29aee36756b8a5,726,60,1,0,source 60 repeated initial-state evaluations; current replay 1; no optimization,"{""auxiliary_inconsistency_rate"": 5.551115123125783e-16, ""encoded_energy_mean"": 3.552713678800501e-15, ""optimum_hit_rate"": 1.3877787807814457e-17, ""original_objective_best"": 0.0, ""original_objective_mean"": 8.881784197001252e-16, ""statevector_norm"": 0.0}"
